mains_year,mains_exam_stage,mains_gs_paper,mains_question_type,mains_question_format,mains_subject,mains_sub_topic,mains_keywords,mains_difficulty_level,mains_current_affairs_linked,mains_repeated_theme,mains_marks
2021,Mains,GS1,Static,10-mark,Society,Indian Social Structure,"indian, social, answer, how, words, different, been, mahatma, you, which, discuss, constitution",Hard,Yes,Yes,10
2021,Mains,GS4,Static,15-mark,Ethics,Ethics and Human Interface,"discuss, india, what, you, how, words, not, can, answer, there, ethics, their",Moderate,Yes,Yes,15
2015,Mains,GS4,Current,Case Study,Ethics,Moral Thinkers,"constitutional, morality, given, two, quotations, moral, thinkers, philosophers, each, these, demoralized, clear",Hard,No,Yes,10
2015,Mains,GS4,Mixed,Case Study,Integrity,Public Service Values,"public, servants, health, you, also, service, values, conflict, interest, what, civil, would",Hard,No,Yes,10
2025,Mains,GS1,Static,10-mark,Geography,Indian Physiography,"indian, how, answer, been, you, constitution, gold, increased, words, ancient, civilization, sub",Easy,No,No,15
2023,Mains,GS4,Static,15-mark,Integrity,Public Service Values,"public, servants, health, you, also, service, values, conflict, interest, what, civil, would",Moderate,No,No,15
2020,Mains,GS4,Mixed,10-mark,Aptitude,Emotional Intelligence,"how, can, artificial, intelligence, drones, effectively, used, along",Hard,No,No,10
2018,Mains,GS1,Mixed,15-mark,Geography,Natural Resources,"resources, water, india, well, endowed, fresh, critically, examine, why, still, suffers, inequality",Easy,Yes,No,15
2016,Mains,GS3,Mixed,10-mark,Science & Technology,Indigenous Technology,"technology, back, end",Easy,Yes,Yes,15
2023,Mains,GS4,Current,Case Study,Aptitude,Emotional Intelligence,"how, can, artificial, intelligence, drones, effectively, used, along",Easy,Yes,Yes,15
2021,Mains,GS4,Current,15-mark,Aptitude,Case Study Analysis,"act, what, special, powers, afspa, draconian, leading, cases, meant, environmental, ethics, why",Hard,Yes,No,15
2014,Mains,GS3,Current,15-mark,Security,Border Management,"management, employees, what, impediments, marketing, supply, chain, ethical, ethics, also, used, foul",Easy,Yes,No,10
2022,Mains,GS2,Current,10-mark,Governance,Civil Services Reforms,"civil, state, reforms, india, discuss, would, recent, ancient, civilization, indian, sub, continent",Easy,Yes,Yes,15
2024,Mains,GS1,Current,10-mark,History,World History Revolutions,"world, what, extent, can, germany, held, responsible, causing, two, wars, discuss, waning",Moderate,Yes,Yes,10
2016,Mains,GS1,Static,10-mark,Geography,Urbanization,urbanization,Hard,No,Yes,15
2023,Mains,GS3,Current,10-mark,Security,Cyber Security,"security, india, policy, country, energy, foreign, council, discuss, advantages, implications, cloud, hosting",Easy,Yes,No,15
2024,Mains,GS3,Current,10-mark,Economy,Government Budgeting,"government, vis, gained, india, act, discuss, absence, well, educated, organized, local, level",Easy,Yes,Yes,10
2013,Mains,GS3,Mixed,10-mark,Environment,Sustainable Development,"development, india, how, recent, district, achieving, can, role, ngos, strengthened, works, relating",Moderate,Yes,Yes,15
2013,Mains,GS2,Current,15-mark,Polity,Judicial Review,"judicial, some, recent, developments, such, introduction, rti, act, media, view, above, observation",Hard,No,Yes,10
2023,Mains,GS4,Current,15-mark,Aptitude,Decision Making,"decision, making, decisions, take, ordinances, analyze, whether, supreme, court, issue, erroneous, patents",Hard,No,No,15
2014,Mains,GS1,Static,15-mark,History,Post-Independence Consolidation,"independence, district, india, answer, words, how, different, would, been, achievement, indian, without",Moderate,No,No,10
2020,Mains,GS1,Mixed,10-mark,Geography,Natural Resources,"resources, water, india, well, endowed, fresh, critically, examine, why, still, suffers, inequality",Moderate,Yes,Yes,15
2020,Mains,GS4,Current,10-mark,Ethics,Moral Thinkers,"constitutional, morality, given, two, quotations, moral, thinkers, philosophers, each, these, demoralized, clear",Easy,No,Yes,10
2019,Mains,GS4,Current,Case Study,Aptitude,Decision Making,"decision, making, decisions, take, ordinances, analyze, whether, supreme, court, issue, erroneous, patents",Hard,No,Yes,10
2013,Mains,GS1,Mixed,15-mark,Geography,Climatology,climatology,Hard,No,No,10
2018,Mains,GS1,Current,15-mark,Society,Demographic Transition,"demographic, transition",Moderate,Yes,No,10
2014,Mains,GS2,Static,15-mark,Governance,Civil Services Reforms,"civil, state, reforms, india, discuss, would, recent, ancient, civilization, indian, sub, continent",Hard,No,Yes,15
2013,Mains,GS4,Current,15-mark,Ethics,Ethics and Human Interface,"discuss, india, what, you, how, words, not, can, answer, there, ethics, their",Easy,No,No,10
2016,Mains,GS3,Current,10-mark,Economy,Employment Generation,"employment, generation, livestock, rearing, big, potential, providing, non, farm, traditionally, remained, boys",Easy,No,No,15
2020,Mains,GS3,Mixed,15-mark,Economy,Infrastructure Development,"development, india, how, recent, district, can, role, ngos, strengthened, works, relating, tool",Hard,Yes,Yes,15
2014,Mains,GS2,Static,15-mark,Governance,E-Governance,"governance, critically, discuss, ensure, transparency, accountability, projects, built, bias, towards, union, government",Moderate,Yes,Yes,15
2015,Mains,GS1,Mixed,15-mark,Geography,Indian Physiography,"indian, how, answer, been, you, constitution, gold, increased, words, ancient, civilization, sub",Easy,No,Yes,15
2014,Mains,GS1,Static,10-mark,Geography,Urbanization,urbanization,Hard,Yes,No,10
2021,Mains,GS1,Current,10-mark,Geography,Monsoon System,"system, you, india, health, positioning, systems, discuss, advantages, court, how, far, agree",Hard,Yes,No,15
2016,Mains,GS2,Mixed,10-mark,International Relations,Global Institutions,"institutions, globalization, discuss, positive, negative, effects, women, india, samitis, remained, mainly, political",Moderate,No,No,10
2016,Mains,GS1,Current,10-mark,History,Indian Art and Culture,"discuss, india, you, how, what, words, answer, indian, not, can, there, power",Hard,Yes,Yes,15
2015,Mains,GS2,Mixed,10-mark,Polity,Indian Constitution,"indian, constitution, answer, how, been, constitutional, words, years, experience, you, gold, increased",Moderate,Yes,No,15
2025,Mains,GS2,Static,10-mark,Governance,Civil Services Reforms,"civil, state, reforms, india, discuss, would, recent, ancient, civilization, indian, sub, continent",Easy,Yes,No,10
2021,Mains,GS3,Static,15-mark,Security,Terrorism,terrorism,Hard,Yes,No,15
2023,Mains,GS2,Mixed,15-mark,International Relations,Strategic Partnerships,"strategic, dimension, discuss, long, term, institutional, partnerships, elaborate, answer, words",Easy,Yes,Yes,15
2020,Mains,GS2,Mixed,10-mark,Polity,Judicial Review,"judicial, some, recent, developments, such, introduction, rti, act, media, view, above, observation",Easy,Yes,Yes,15
2023,Mains,GS4,Static,Case Study,Ethics,Ethics and Human Interface,"discuss, india, what, you, how, words, not, can, answer, there, ethics, their",Easy,No,Yes,15
2016,Mains,GS4,Mixed,10-mark,Aptitude,Leadership,leadership,Easy,Yes,No,10
2020,Mains,GS3,Static,10-mark,Environment,International Environmental Agreements,"environmental, india, what, discuss, international, relations, protection, answer, words, consequences, internationally, competitive",Hard,No,No,15
2022,Mains,GS4,Static,15-mark,Ethics,Attitude and Aptitude,"discuss, india, what, you, how, words, not, can, answer, there, their, critically",Easy,No,No,15
2015,Mains,GS3,Mixed,10-mark,Security,Cyber Security,"security, india, policy, country, energy, foreign, council, discuss, advantages, implications, cloud, hosting",Moderate,No,Yes,10
2020,Mains,GS3,Mixed,15-mark,Economy,Industrial Policy,"policy, india, foreign, security, industrial, energy, why, did, revolution, first, occur, england",Hard,No,Yes,15
2015,Mains,GS4,Current,15-mark,Ethics,Ethics and Human Interface,"discuss, india, what, you, how, words, not, can, answer, there, ethics, their",Easy,No,No,10
2016,Mains,GS2,Current,10-mark,Polity,Indian Constitution,"indian, constitution, answer, how, been, constitutional, words, years, experience, you, gold, increased",Hard,No,No,15
2023,Mains,GS3,Mixed,15-mark,Environment,International Environmental Agreements,"environmental, india, what, discuss, international, relations, protection, answer, words, consequences, internationally, competitive",Moderate,Yes,Yes,10
2022,Mains,GS3,Current,15-mark,Security,Internal Security Challenges,"security, policy, challenges, energy, india, foreign, council, discuss, advantages, implications, cloud, hosting",Moderate,No,No,10
2022,Mains,GS4,Current,10-mark,Integrity,Codes of Conduct,"today, find, spite, various, measures, like, prescribing, codes, conduct",Easy,No,Yes,10
2016,Mains,GS4,Current,15-mark,Integrity,Transparency Mechanisms,"transparency, mechanisms, governance, ensure, accountability, activism, etc, proving, helpful, bringing, about, greater",Hard,Yes,No,10
2023,Mains,GS4,Static,Case Study,Integrity,Transparency Mechanisms,"transparency, mechanisms, governance, ensure, accountability, activism, etc, proving, helpful, bringing, about, greater",Hard,Yes,Yes,10
2021,Mains,GS2,Current,15-mark,Governance,E-Governance,"governance, critically, discuss, ensure, transparency, accountability, projects, built, bias, towards, union, government",Hard,No,No,15
2015,Mains,GS2,Current,15-mark,Polity,Indian Constitution,"indian, constitution, answer, how, been, constitutional, words, years, experience, you, gold, increased",Moderate,Yes,No,10
2025,Mains,GS4,Current,Case Study,Ethics,Probity in Public Life,"public, life, servants, not, occur, health, also, conflict, interest, mesolithic, rock, cut",Moderate,Yes,Yes,15
2018,Mains,GS2,Static,10-mark,Governance,Civil Services Reforms,"civil, state, reforms, india, discuss, would, recent, ancient, civilization, indian, sub, continent",Easy,Yes,No,10
2021,Mains,GS4,Mixed,Case Study,Ethics,Probity in Public Life,"public, life, servants, not, occur, health, also, conflict, interest, mesolithic, rock, cut",Moderate,No,Yes,15
2021,Mains,GS2,Mixed,15-mark,Governance,Civil Services Reforms,"civil, state, reforms, india, discuss, would, recent, ancient, civilization, indian, sub, continent",Hard,Yes,No,10
2019,Mains,GS3,Mixed,10-mark,Security,Terrorism,terrorism,Moderate,Yes,No,15
2020,Mains,GS2,Current,15-mark,Polity,Parliamentary System,"system, india, health, you, positioning, systems, discuss, advantages, court, absence, well, educated",Moderate,Yes,Yes,15
2016,Mains,GS2,Current,10-mark,Polity,Judicial Review,"judicial, some, recent, developments, such, introduction, rti, act, media, view, above, observation",Easy,No,Yes,10
2018,Mains,GS3,Static,15-mark,Environment,Environmental Impact Assessment,"environmental, india, impact, their, what, discuss, how, words, employees, recent, reforms, protection",Easy,Yes,Yes,10
2022,Mains,GS2,Current,15-mark,International Relations,Bilateral Relations,"relations, india, international, government, improve, relationship, neighbours, does, project, terrorist, activities, mutual",Hard,Yes,No,10
2021,Mains,GS4,Mixed,15-mark,Aptitude,Case Study Analysis,"act, what, special, powers, afspa, draconian, leading, cases, meant, environmental, ethics, why",Easy,Yes,No,15
2015,Mains,GS4,Current,15-mark,Aptitude,Emotional Intelligence,"how, can, artificial, intelligence, drones, effectively, used, along",Hard,Yes,No,10
2017,Mains,GS4,Mixed,Case Study,Ethics,Attitude and Aptitude,"discuss, india, what, you, how, words, not, can, answer, there, their, critically",Moderate,No,No,10
2017,Mains,GS3,Mixed,10-mark,Science & Technology,Technology and Ethics,"discuss, india, what, you, how, words, not, can, answer, there, ethics, their",Moderate,Yes,No,10
2013,Mains,GS4,Current,10-mark,Integrity,Transparency Mechanisms,"transparency, mechanisms, governance, ensure, accountability, activism, etc, proving, helpful, bringing, about, greater",Hard,No,No,10
2020,Mains,GS2,Mixed,10-mark,Governance,Role of NGOs,"role, india, ngos, environmental, examine, critically, recent, changes, rules, governing, foreign, funding",Easy,No,No,15
2019,Mains,GS4,Mixed,10-mark,Aptitude,Emotional Intelligence,"how, can, artificial, intelligence, drones, effectively, used, along",Moderate,Yes,No,10
2025,Mains,GS1,Mixed,10-mark,Society,Globalization and Society,"discuss, india, what, you, how, words, answer, not, can, there, their, critically",Easy,Yes,No,10
2019,Mains,GS2,Static,10-mark,Polity,Fundamental Rights,"rights, human, forces, authorities, often, delivering, pronouncements, amounting, violations, activists, constantly, highlight",Moderate,Yes,Yes,15
2015,Mains,GS4,Static,10-mark,Aptitude,Leadership,leadership,Moderate,No,Yes,10
2024,Mains,GS1,Mixed,10-mark,Society,Demographic Transition,"demographic, transition",Moderate,Yes,No,15
2024,Mains,GS3,Mixed,10-mark,Security,Cyber Security,"security, india, policy, country, energy, foreign, council, discuss, advantages, implications, cloud, hosting",Moderate,Yes,No,15
2017,Mains,GS1,Current,15-mark,History,Post-Independence Consolidation,"independence, district, india, answer, words, how, different, would, been, achievement, indian, without",Easy,Yes,Yes,10
2015,Mains,GS2,Static,10-mark,Governance,E-Governance,"governance, critically, discuss, ensure, transparency, accountability, projects, built, bias, towards, union, government",Easy,Yes,Yes,10
2021,Mains,GS4,Mixed,Case Study,Integrity,Transparency Mechanisms,"transparency, mechanisms, governance, ensure, accountability, activism, etc, proving, helpful, bringing, about, greater",Moderate,No,Yes,15
2023,Mains,GS3,Current,10-mark,Science & Technology,Indigenous Technology,"technology, back, end",Moderate,No,Yes,10
2022,Mains,GS3,Current,10-mark,Security,Terrorism,terrorism,Moderate,Yes,No,15
2016,Mains,GS4,Mixed,10-mark,Aptitude,Decision Making,"decision, making, decisions, take, ordinances, analyze, whether, supreme, court, issue, erroneous, patents",Moderate,Yes,No,10
